Hour,Temperature,Humidity,Wind_speed,Visibility,Dew_point,Solar_radiation,Rainfall,Day_of_week,Month,Is_holiday,Bike_rentals,High_demand
11,9.817297817263526,25,0.42128438108822697,2561.1871093515797,4.922684629493222,24.08652269828659,0.09744204580034407,6,12,0,1395,0
12,6.915063971068124,88,2.4195678047107596,1770.117692084762,12.03171178456521,56.713341148330244,0.7273258630961965,0,1,1,1125,0
13,9.982429564154636,63,1.625955490016639,2271.695413935905,8.84486874677878,22.023645211765157,0.24009629208816494,1,2,0,1232,0
14,24.15402117702074,83,0.8882712809725026,2001.5738634531633,16.57250633001094,79.51435518559646,0.7687969009934584,2,3,0,1978,1
15,18.287511096596845,48,4.845874629137138,2614.9951842193414,1.3211259014788785,12.335869259007804,1.804008305947198,3,4,0,1675,1
16,9.702397962329613,47,0.04231268667938538,2491.3415713849704,1.5629201717799304,2.337800117789875,0.9565726433628681,4,5,0,857,0
17,20.13267433113356,30,0.7589315322466583,1299.9646384084954,-5.408874131130762,5.248520243486792,1.004544023934803,5,6,0,2156,1
18,15.970775493480403,84,0.11712646615524237,2293.6312067320882,1.5681542610206423,308.47480182812535,0.7787710603425758,6,7,0,1960,1
19,24.686449905328892,38,2.9093803893528714,1897.186073178376,12.718159154419565,15.348482327170416,2.6209412775522765,0,8,1,2213,1
20,7.979469061226476,28,2.422044883554692,2041.41628525905,15.399898978097072,123.26406726701107,2.6868174854083593,1,9,0,1279,0
21,11.723378534022318,46,0.8049956858031401,1635.9140495150923,12.682441344693345,7.034328741269129,0.7189229417448014,2,10,0,1489,1
22,11.078918468678424,53,2.2519437575405252,2874.068534560418,-9.35353493239549,11.446892964196651,0.36493681820153334,3,11,1,1399,0
23,0.36485051867881424,63,1.008154312617058,2520.030909951288,13.665161701285875,71.10591491532541,0.6154216278103524,4,12,0,1424,0
0,17.961202770645762,87,2.823255447557461,1630.1144180135163,-9.708148986176566,62.52473091347704,0.20648054378840064,5,1,0,1576,1
1,17.610552721798893,34,1.2109454769277448,1332.6946965448838,12.18493859297878,302.7848718237577,1.0115477802147268,6,2,0,1843,1
2,15.05113456642461,70,1.0630083437653235,1807.1636845110759,2.0577237874315584,289.7434796907953,0.6933318691783047,0,3,0,2090,1
3,12.654128666248532,32,5.458442943068541,2217.251323045653,10.620266511470845,151.23504154598183,0.10903445388173215,1,4,0,1081,0
4,0.8462925794958576,68,0.5777097862495095,2120.1029219731113,-5.659586783156527,92.15591610254002,0.22020759186369973,2,5,0,1574,1
5,10.79354677234641,89,0.2566836833282288,2626.5664123841216,14.369341061649173,60.68966748466514,0.6532189412229837,3,6,0,1096,0
6,11.572854834732304,75,1.7567528648552402,2394.9598610904263,-6.719797968839112,44.033381853039735,2.185593398977956,4,7,0,987,0
7,6.97722730778381,95,6.968406749536393,2484.7845128764534,-0.3476392868254212,293.9116560932426,0.8356114283271544,5,8,0,1659,1
8,13.387142883339909,70,0.9491134416342683,2163.427700305219,-2.984757022152282,92.3589330526239,1.144242700772781,6,9,0,1730,1
9,19.040508568145384,56,0.12808904875619673,1305.3506348945048,-9.034278822579992,86.5294734929347,0.41404463180894413,0,10,0,2282,1
10,33.8618590121053,36,0.8289267445893215,1902.1507344265492,5.756220540707747,26.383680642501282,0.8472577782937147,1,11,0,1001,0
11,16.74577812831839,77,1.410162839568141,2530.0448699543326,19.448712942695693,4.782334047348942,0.5930843536561063,2,12,0,1794,1
12,17.57550390722764,48,0.35329061038668846,1974.238535737677,26.33524177856007,290.3856708191669,1.076253849722687,3,1,0,1550,1
13,14.255540842338327,52,2.1464869396002726,2251.5451843118735,5.777246296689982,37.649180565271664,0.05189933702483382,4,2,0,923,0
14,-4.187712152990414,79,12.19310709721432,1840.6258423769334,13.933450200540179,58.445247149176524,0.6798365932597071,5,3,0,1012,0
15,14.734861245507831,74,1.202009392424185,1485.0940757290775,6.856757103428298,12.176087330656477,0.35096644723118964,6,4,0,1054,0
16,15.602302099410265,29,0.8761684168737984,1938.3279679769448,8.991065558145703,181.3540952213169,0.39479977740046657,0,5,1,1811,1
17,39.63242112485286,66,1.0239998487558426,2154.523721516327,2.262810790982089,2.8020773456034895,3.2420787312973234,1,6,0,1754,1
18,13.076390352188774,42,0.24466564188946968,1672.1561402692782,6.560615403380817,179.57118421685553,0.2017427076202686,2,7,0,1316,0
19,18.015473423336125,40,4.29584511282517,1882.1443775716657,9.299829636851427,15.115435488165241,0.3728700257309233,3,8,1,2178,1
20,14.652882302947567,32,1.0716909028020185,1530.2683790070087,0.3723221689893492,217.65174706562104,0.713130678703249,4,9,0,958,0
21,3.313219623804679,52,0.9796761929882843,2559.622458782048,4.380045600856096,130.84915903973692,1.9879710743244234,5,10,0,1291,0
22,26.428228145150207,43,2.1557982281535515,1852.772121205983,4.532559048020094,17.99287368810383,0.5390023576750453,6,11,0,1077,0
23,22.519330326867742,30,1.1669124250727005,2726.3777725630916,11.611226538644196,83.42914615017466,1.3620517263911387,0,12,0,1476,1
0,22.91031947043047,36,2.089575174198686,2764.3739252704545,-3.528257373021445,37.492084162791905,1.9405432640848161,1,1,0,1829,1
1,5.90612545205261,87,0.1268303902214782,1959.477017639128,4.587662331138787,19.629849945926857,0.37108738576141453,2,2,0,1091,0
2,29.02794310936099,66,3.3610446220176224,1495.7756337263252,20.296043752421582,196.02884186121017,0.498815013345615,3,3,0,1136,0
3,0.981489372077192,44,5.643690807170789,957.0510611333314,14.3124812206875,51.67142049910281,0.44092062746216226,4,4,0,752,0
4,20.868570938002705,92,2.092601726612184,1263.9814634866043,15.793432391109642,50.840142179507275,1.788898417649687,5,5,0,1848,1
5,36.90455625809979,40,6.182985979456845,1313.0825875506698,5.195454721424273,18.619305113417003,0.04536025807942564,6,6,0,1375,0
6,5.094636748693116,31,0.3284108531283636,2689.234813730752,7.567980509488185,48.29927049656418,0.3687780184497734,0,7,0,1216,0
7,9.33702270397228,56,1.297939810195856,2057.912293613473,13.017889333623403,205.2736098272089,1.1375877315993963,1,8,0,1280,0
8,15.996513650876413,61,1.841635596915969,2194.8022620459938,17.482044236247447,45.11877011098697,0.8334293072077744,2,9,0,2338,1
9,9.965243458838007,36,1.7432880295003266,889.7894955324371,-10.612823303063093,302.8329073336081,0.5732142075315119,3,10,0,1458,1
10,-0.506634310661326,67,1.0265297897039154,1401.0167853913692,-5.523530456398765,292.4508012027113,0.7764162463134886,4,11,0,1100,0
11,15.685629748060274,47,0.8252344755406937,2443.5398882231434,15.475552811221183,15.653528994325052,0.22012883243457348,5,12,0,2180,1
12,4.376962862738951,60,0.2712363312440897,2143.387056191293,2.7848851538495714,19.517734366906446,0.5633769400225751,6,1,0,1063,0
13,19.735924306351816,66,0.9943137713213623,1926.3973606572013,-0.3737663140646186,198.53981299375855,0.6965589624270374,0,2,0,1846,1
14,5.805757657661969,37,0.35505210351427835,2282.4211793000613,-5.033287895964831,49.88326921997096,2.314547578614987,1,3,0,1265,0
15,30.499344050175395,97,2.6512692793097323,2817.8989030679077,0.5598663876471246,0.43835761292786807,0.30223432851441345,2,4,0,1297,0
16,7.167467076637629,90,0.46848719780072323,1889.4787682314748,-6.218954267390599,32.00287228620182,2.023654973636343,3,5,0,1214,0
17,11.779384837943244,32,0.12070059262386842,2034.6849013290348,21.728754181859816,91.03807134771739,1.033502870346426,4,6,1,1664,1
18,23.135172173696695,32,1.6075593052587687,2096.2984593656524,4.820511584155412,160.57744608745713,0.020550554613050248,5,7,0,2174,1
19,2.6913568356604483,50,1.8088712282005444,3000.0,4.53639566589826,14.31646346290362,1.2896444860150789,6,8,0,1580,1
20,17.274599346041295,21,4.110092073748675,950.3218677904872,9.704613401342655,11.714227595556128,0.03619923507002218,0,9,0,2010,1
21,28.07142754282428,35,1.7206792628377676,2341.611507394404,12.698761354132557,255.22350246768784,5.945011135328798,1,10,1,782,0
22,-1.0748323456122755,28,0.8477088815454528,1942.598875620468,12.567105252437115,139.08984148185635,2.0607115497744863,2,11,0,1361,0
23,16.846338585323043,92,3.2492237287587145,2283.38586309209,13.588975551260573,89.10607046390486,0.35288747907612017,3,12,0,1876,1
0,17.598827942484235,57,1.5542705258093839,1671.3137230026377,-0.04676440632685086,146.61465102665449,0.2976128601608141,4,1,0,1847,1
1,22.818228717773103,94,0.16519923092348773,1975.517484570775,2.61706556034511,56.01110428405072,0.4803628323584388,5,2,0,1928,1
2,2.6304928912191805,73,1.668732946149207,2355.7052897327476,11.152253243538205,142.07025817200852,0.4403158494028478,6,3,0,1191,0
3,1.795433869157236,75,4.772336605846908,3000.0,0.7808875068830403,46.49014535484879,0.46575318461402687,0,4,0,842,0
4,20.219415656168977,64,1.0093976138574237,2404.018094701036,4.9591469437822,27.98390065174331,0.38313119621694214,1,5,0,1698,1
5,17.96984673233186,53,0.7028796334648795,1575.9672009847457,8.190110115398515,130.56859843951477,0.9705711328264792,2,6,0,1488,1
6,17.504928503458764,28,0.30973060325925683,1788.1201589886484,11.281480658483009,54.41623214797613,0.17944210286807277,3,7,0,1566,1
7,18.464482094969757,27,0.32844198244993356,1773.292945808073,-9.22144769896161,398.3363505056452,1.8706812063230258,4,8,0,1813,1
8,8.199752784215093,26,1.1339860611906358,1102.1784136849924,10.71796519911156,42.99912023621889,1.6734564836027692,5,9,0,1465,1
9,17.322536971610035,55,1.8110964008861667,1834.9549041492814,3.1302075371861964,254.75579356724754,0.6471861725007391,6,10,0,1979,1
10,17.93072473298681,37,0.16810150285514008,2366.4145409108723,10.659661686915047,270.2503839149649,1.9154874064767797,0,11,0,1190,0
11,7.856485819736322,22,5.612492519935785,1362.8839404616024,11.21545353883863,27.687791092172713,0.2838827258255373,1,12,0,1345,0
12,33.65774511144757,47,2.8140851890740977,2524.2413255252964,17.86332048895326,160.0583139842289,0.01772155903968264,2,1,0,1668,1
13,19.738329209117875,89,1.7667949817834774,2243.887410542169,15.827629180969625,56.75273862598,0.9655017878093862,3,2,0,1814,1
14,3.0869650279735144,63,3.5256289448937608,1632.883339014481,15.77257330088237,249.52567545719373,0.612322145688239,4,3,0,1157,0
15,21.565536086338298,40,0.16716925216108433,1929.2351813310763,16.549362553329907,59.80629765321118,0.8373976377435876,5,4,0,1683,1
16,5.253183297726785,47,1.2957315783879726,2799.1609038205165,7.331031878527567,136.37649346763433,2.2960009065842297,6,5,0,1074,0
17,22.87084603742452,73,1.9890079984897704,2366.773906752933,5.257480696294717,62.91727106514847,3.5040800884900665,0,6,0,2036,1
18,26.58595579007404,73,3.528127981870848,2004.3918274490738,11.982536665426675,25.851267380160735,1.0063607994073231,1,7,0,1582,1
19,6.7931768164828945,84,3.0600482823770996,1881.1583415195078,10.85664761146418,22.233154226366903,1.4441590519250342,2,8,0,1407,0
20,24.633761292443218,40,0.648883684960762,2038.3045352258298,2.5274701060939186,55.41354225572458,0.08752980242578325,3,9,0,2054,1
21,19.12780926936498,32,5.656377740795594,1744.1182210288482,8.238587270466144,140.85181176033797,0.1752056369821252,4,10,0,1414,0
22,23.2206015999449,76,0.26556812430445276,947.6252471404928,4.7192282657232445,92.90505056001739,1.3212739746717204,5,11,0,1813,1
23,33.967929826539475,68,4.1610221247649495,3000.0,-1.8314632676804479,116.67710827746464,0.5645173295669559,6,12,0,1192,0
0,12.546118839971296,73,7.076802420323532,2077.662499599701,15.323685931010798,33.174034074465446,0.5905279053990022,0,1,1,1583,1
1,7.462638356425105,29,0.3899712733624854,2199.0736325612684,5.441593940240714,65.66905646939797,0.3690478618187515,1,2,0,1279,0
2,6.104855703744768,72,2.5607436691068237,1971.0461250615456,21.389666061590805,4.541090850856764,0.9348529067179421,2,3,0,1119,0
3,6.841897150345616,63,0.08223890830146617,1632.441599637706,-8.003938161598661,170.11827434245234,0.20476969596226707,3,4,0,1160,0
4,14.228982905858958,66,1.0398095130800227,1907.0377595256145,0.5457698172530696,459.4444140225549,0.9859524322823905,4,5,0,1197,0
5,18.411519748166437,72,1.452511745116336,1200.3026189028444,5.261110693526971,52.23569591666646,0.19091702074185263,5,6,0,1477,1
6,17.76690799330019,93,1.7380760022316515,3000.0,14.099048781031312,1.102419690383469,0.06595395942157048,6,7,0,1574,1
7,23.27183249036024,65,5.495784359757096,1382.744000788802,8.19575498081748,18.607977752794884,0.40101157288304745,0,8,0,1744,1
8,15.13001891877907,32,2.231012506695971,1484.0168580764102,7.483782033446012,105.70679630130206,0.2628468254941389,1,9,0,1922,1
9,29.535340771573168,56,1.3127741815146354,1779.8703978067997,-4.018110340433177,94.6954388617651,2.198149752185508,2,10,0,1570,1
10,12.35343166762044,43,3.3180446646740895,2644.037862426189,-4.2555311778357705,155.05310926565062,0.05652109753591563,3,11,1,1284,0
11,40.0,21,6.012891757812204,2007.254499631327,7.580037282319237,29.28742095789071,0.19432979909492776,4,12,0,818,0
12,21.25667347765006,33,0.04462649584848536,1381.932101984769,-5.912847950546867,144.2365009108958,0.7956664155547193,5,1,0,1662,1
13,6.428424435837174,29,8.093541389859675,2627.16918037867,0.7449779976853712,116.4700879418838,0.6559808663310543,6,2,0,1319,0
14,4.291075019388877,54,0.18013858051860843,2365.5003133927407,9.00733863268686,38.98100372716378,0.046936502555599224,0,3,0,1189,0
15,19.824724152431852,44,3.3681804575576075,2269.217478608226,-2.858594178214207,78.85312888222276,0.007278854720575888,1,4,0,1595,1
16,12.765372146741491,22,0.6579382183731813,2357.8671205854203,17.842847698894452,15.931677774283152,4.428526548207195,2,5,0,1008,0
17,22.14000494092092,36,0.2835411294480137,3000.0,14.79149075390312,60.25106387263687,1.075388169470965,3,6,0,1989,1
18,19.73237624573545,31,1.1591214844976143,3000.0,-7.571359986706403,213.02914779915548,0.4547700609284917,4,7,0,1989,1
19,14.271710873431273,73,2.0654051754475944,1656.6423284983523,-2.4589699454558973,54.67833911522116,0.6356941668160436,5,8,0,1632,1
20,6.53206281931595,43,0.9591444290619028,2811.942496405576,-13.2862179559596,182.98770394739086,0.30999601427809714,6,9,1,1680,1
21,-0.14847224685864546,48,0.11222114357629706,2191.5840948794503,-1.2607309003850657,89.22162743503002,0.422927365258912,0,10,0,1060,0
22,10.534850479329789,62,1.8298889752290728,2249.5479080688747,11.131107812579195,21.30406493064993,1.0470957509156233,1,11,0,1127,0
23,23.56398794323472,44,4.653822705668396,1153.8645841783357,1.6888404618011448,87.01379585117043,2.1439740798368687,2,12,0,1636,1
0,17.14093744130204,79,0.9664707388183561,1914.807117305902,8.68637794892774,70.51860157179992,0.203500278725573,3,1,0,1575,1
1,2.542612212880119,84,0.4875416200094418,1593.5882048317176,-7.178674546253953,50.85637424100273,1.8348434287215274,4,2,0,1380,0
2,16.73180925851182,47,1.1688630447439305,2414.0294074466547,11.383802036655243,12.741350457097104,0.1296038350357618,5,3,0,1246,0
3,18.853173797288367,35,0.09914263158030373,2535.5402502014026,0.5591261765732014,53.906849849114316,0.24206165499196877,6,4,0,1611,1
4,6.161425637988669,66,3.4350218124098757,962.7568244918443,5.097357458263241,7.554540995373883,0.03788390664901818,0,5,0,1372,0
5,16.53725105945528,77,3.5013211682372263,1988.9825679978649,4.257003988855578,10.399372946771223,0.15176736129700152,1,6,0,1656,1
6,15.582087184459999,95,1.7734661089248769,2560.930752397126,-5.172388167138271,53.77113833060198,2.492573712307635,2,7,0,1486,1
7,3.5702970216937686,46,0.8711360435225806,1906.6605188432775,-4.2246746539182585,36.43924790339611,0.6151473210683785,3,8,0,1688,1
8,18.577873603482832,72,3.2167106417535627,2364.5318225011824,12.742355752027407,259.7551308682704,0.080847715198382,4,9,0,2302,1
9,20.607845263682343,61,1.6179558578874482,2175.582733813542,8.191937260013564,47.11335559810138,3.2120699881786665,5,10,0,2067,1
10,25.83051243175277,78,3.4966220481978527,2170.830115976313,13.400392332427414,141.82314521866525,2.111901163163464,6,11,0,998,0
11,25.53802052034903,66,1.9964054977277614,1864.3425109658513,7.597265884020146,75.55493748508947,1.40520207411337,0,12,0,1267,0
12,1.2233063204290886,53,3.06871165245739,1391.7095979321452,6.143925078473732,121.7685287637414,2.71014427135102,1,1,0,1052,0
13,5.621749600848773,56,1.82540930518779,1439.2349262874864,-8.808084949334132,30.126183887254143,0.24862729721384957,2,2,0,1355,0
14,20.150352672086598,25,1.0693524982577571,2354.6762572276584,2.837066425910642,284.5675209808546,1.8101431768887244,3,3,0,1965,1
15,20.137859509122087,26,6.337594882863896,2009.7291277594416,4.7809254367700476,75.52108933143515,1.1711545830491081,4,4,0,1163,0
16,20.15047686306048,44,1.5579061683206585,1930.7438776963877,20.624857586180593,177.97759865419033,2.0383706148256517,5,5,1,1680,1
17,40.0,52,1.858192337963699,1788.0549788388237,10.495653056789418,45.4202240908663,1.5941137580666693,6,6,0,1222,0
